sensor_1,sensor_2,sensor_3,sensor_4,delay
579,579,579,579
510,510,510,510
436,436,436,436
358,358,358,358
264,264,264,264
188,188,188,188
141,141,141,141
105,105,105,105
78,78,78,78
60,60,60,60
55,55,55,55
91,91,91,91
117,117,117,117
172,172,172,172
240,240,240,240
306,306,306,306
378,378,378,378
457,457,457,457
538,538,538,538
632,632,632,632
695,695,695,695
729,729,729,729
745,745,745,745
767,767,767,767
785,785,785,785
764,764,764,764
729,729,729,729
688,688,688,688
641,641,641,641
572,572,572,572
511,511,511,511
422,422,422,422
343,343,343,343
247,247,247,247
167,167,167,167
120,120,120,120
85,85,85,85
74,74,74,74
57,57,57,57
57,57,57,57
80,80,80,80
112,112,112,112
163,163,163,163
224,224,224,224
305,305,305,305
376,376,376,376
513,513,513,513
583,583,583,583
674,674,674,674
741,741,741,741
774,774,774,774
802,802,802,802
830,830,830,830
858,858,858,858
846,846,846,846
809,809,809,809
778,778,778,778
718,718,718,718
647,647,647,647
577,577,577,577
502,502,502,502
422,422,422,422
333,333,333,333
245,245,245,245
193,193,193,193
156,156,156,156
113,113,113,113
91,91,91,91
67,67,67,67
100,100,100,100
131,131,131,131
184,184,184,184
268,268,268,268
336,336,336,336
411,411,411,411
471,471,471,471
551,551,551,551
641,641,641,641
703,703,703,703
738,738,738,738
778,778,778,778
813,813,813,813
832,832,832,832
809,809,809,809
776,776,776,776
735,735,735,735
673,673,673,673
605,605,605,605
542,542,542,542
515,515,515,515
440,440,440,440
342,342,342,342
262,262,262,262
208,208,208,208
171,171,171,171
141,141,141,141
120,120,120,120
133,133,133,133
177,177,177,177
213,213,213,213
274,274,274,274
343,343,343,343
403,403,403,403
476,476,476,476
559,559,559,559
643,643,643,643
723,723,723,723
781,781,781,781
813,813,813,813
842,842,842,842
868,868,868,868
822,822,822,822
789,789,789,789
758,758,758,758
704,704,704,704
636,636,636,636
572,572,572,572
502,502,502,502
425,425,425,425
343,343,343,343
223,223,223,223
161,161,161,161
121,121,121,121
93,93,93,93
67,67,67,67
66,66,66,66
87,87,87,87
120,120,120,120
162,162,162,162
208,208,208,208
278,278,278,278
346,346,346,346
417,417,417,417
498,498,498,498
582,582,582,582
679,679,679,679
729,729,729,729
760,760,760,760
788,788,788,788
815,815,815,815
823,823,823,823
787,787,787,787
756,756,756,756
704,704,704,704
698,698,698,698
627,627,627,627
553,553,553,553
465,465,465,465
378,378,378,378
281,281,281,281
220,220,220,220
181,181,181,181
160,160,160,160
137,137,137,137
125,125,125,125
154,154,154,154
179,179,179,179
230,230,230,230
297,297,297,297
361,361,361,361
434,434,434,434
514,514,514,514
596,596,596,596
695,695,695,695
755,755,755,755
745,745,745,745
774,774,774,774
804,804,804,804
819,819,819,819
802,802,802,802
769,769,769,769
728,728,728,728
670,670,670,670
604,604,604,604
540,540,540,540
468,468,468,468
387,387,387,387
291,291,291,291
214,214,214,214
173,173,173,173
137,137,137,137
99,99,99,99
80,80,80,80
77,77,77,77
109,109,109,109
141,141,141,141
194,194,194,194
262,262,262,262
328,328,328,328
407,407,407,407
476,476,476,476
561,561,561,561
653,653,653,653
708,708,708,708
751,751,751,751
780,780,780,780
809,809,809,809
898,898,898,898
869,869,869,869
836,836,836,836
788,788,788,788
726,726,726,726
659,659,659,659
584,584,584,584
509,509,509,509
428,428,428,428
330,330,330,330
254,254,254,254
196,196,196,196
160,160,160,160
134,134,134,134
111,111,111,111
120,120,120,120
162,162,162,162
195,195,195,195
255,255,255,255
332,332,332,332
375,375,375,375
443,443,443,443
520,520,520,520
604,604,604,604
684,684,684,684
730,730,730,730
761,761,761,761
818,818,818,818
847,847,847,847
797,797,797,797
763,763,763,763
736,736,736,736
682,682,682,682
611,611,611,611
545,545,545,545
471,471,471,471
411,411,411,411
331,331,331,331
231,231,231,231
173,173,173,173
135,135,135,135
105,105,105,105
82,82,82,82
70,70,70,70
95,95,95,95
127,127,127,127
167,167,167,167
233,233,233,233
303,303,303,303
369,369,369,369
450,450,450,450
528,528,528,528
617,617,617,617
678,678,678,678
731,731,731,731
764,764,764,764
795,795,795,795
819,819,819,819
812,812,812,812
779,779,779,779
749,749,749,749
692,692,692,692
613,613,613,613
559,559,559,559
487,487,487,487
411,411,411,411
324,324,324,324
228,228,228,228
177,177,177,177
139,139,139,139
108,108,108,108
87,87,87,87
128,128,128,128
159,159,159,159
191,191,191,191
250,250,250,250
313,313,313,313
380,380,380,380
450,450,450,450
520,520,520,520
597,597,597,597
689,689,689,689
751,751,751,751
787,787,787,787
815,815,815,815
862,862,862,862
879,879,879,879
856,856,856,856
817,817,817,817
772,772,772,772
713,713,713,713
646,646,646,646
577,577,577,577
501,501,501,501
430,430,430,430
339,339,339,339
261,261,261,261
155,155,155,155
125,125,125,125
96,96,96,96
83,83,83,83
85,85,85,85
116,116,116,116
148,148,148,148
203,203,203,203
270,270,270,270
343,343,343,343
415,415,415,415
490,490,490,490
578,578,578,578
668,668,668,668
727,727,727,727
770,770,770,770
801,801,801,801
833,833,833,833
851,851,851,851
825,825,825,825
784,784,784,784
743,743,743,743
678,678,678,678
613,613,613,613
553,553,553,553
479,479,479,479
397,397,397,397
303,303,303,303
228,228,228,228
175,175,175,175
140,140,140,140
111,111,111,111
95,95,95,95
153,153,153,153
194,194,194,194
229,229,229,229
286,286,286,286
357,357,357,357
425,425,425,425
497,497,497,497
576,576,576,576
657,657,657,657
743,743,743,743
791,791,791,791
825,825,825,825
853,853,853,853
890,890,890,890
894,894,894,894
855,855,855,855
828,828,828,828
777,777,777,777
706,706,706,706
640,640,640,640
572,572,572,572
500,500,500,500
421,421,421,421
316,316,316,316
253,253,253,253
215,215,215,215
183,183,183,183
158,158,158,158
147,147,147,147
171,171,171,171
210,210,210,210
258,258,258,258
273,273,273,273
346,346,346,346
412,412,412,412
486,486,486,486
575,575,575,575
666,666,666,666
730,730,730,730
775,775,775,775
809,809,809,809
837,837,837,837
859,859,859,859
844,844,844,844
809,809,809,809
762,762,762,762
704,704,704,704
636,636,636,636
578,578,578,578
505,505,505,505
425,425,425,425
336,336,336,336
251,251,251,251
201,201,201,201
157,157,157,157
132,132,132,132
109,109,109,109
165,165,165,165
203,203,203,203
238,238,238,238
294,294,294,294
366,366,366,366
434,434,434,434
506,506,506,506
584,584,584,584
666,666,666,666
755,755,755,755
803,803,803,803
839,839,839,839
869,869,869,869
906,906,906,906
907,907,907,907
872,872,872,872
845,845,845,845
792,792,792,792
722,722,722,722
660,660,660,660
590,590,590,590
514,514,514,514
441,441,441,441
338,338,338,338
275,275,275,275
233,233,233,233
202,202,202,202
177,177,177,177
163,163,163,163
183,183,183,183
224,224,224,224
271,271,271,271
285,285,285,285
358,358,358,358
424,424,424,424
498,498,498,498
586,586,586,586
677,677,677,677
741,741,741,741
788,788,788,788
819,819,819,819
841,841,841,841
863,863,863,863
847,847,847,847
811,811,811,811
776,776,776,776
719,719,719,719
650,650,650,650
593,593,593,593
522,522,522,522
434,434,434,434
346,346,346,346
257,257,257,257
207,207,207,207
172,172,172,172
145,145,145,145
121,121,121,121
175,175,175,175
211,211,211,211
243,243,243,243
300,300,300,300
371,371,371,371
438,438,438,438
511,511,511,511
587,587,587,587
676,676,676,676
762,762,762,762
810,810,810,810
838,838,838,838
865,865,865,865
889,889,889,889
898,898,898,898
863,863,863,863
833,833,833,833
781,781,781,781
716,716,716,716
650,650,650,650
584,584,584,584
512,512,512,512
428,428,428,428
331,331,331,331
265,265,265,265
223,223,223,223
192,192,192,192
167,167,167,167
148,148,148,148
126,126,126,126
166,166,166,166
213,213,213,213
276,276,276,276
352,352,352,352
423,423,423,423
501,501,501,501
579,579,579,579
673,673,673,673
744,744,744,744
779,779,779,779
813,813,813,813
828,828,828,828
843,843,843,843
830,830,830,830
795,795,795,795
761,761,761,761
702,702,702,702
644,644,644,644
582,582,582,582
512,512,512,512
417,417,417,417
327,327,327,327
240,240,240,240
189,189,189,189
150,150,150,150
122,122,122,122
118,118,118,118
120,120,120,120
155,155,155,155
190,190,190,190
245,245,245,245
318,318,318,318
383,383,383,383
457,457,457,457
534,534,534,534
679,679,679,679
761,761,761,761
813,813,813,813
840,840,840,840
863,863,863,863
904,904,904,904
916,916,916,916
880,880,880,880
852,852,852,852
800,800,800,800
735,735,735,735
671,671,671,671
593,593,593,593
517,517,517,517
446,446,446,446
349,349,349,349
280,280,280,280
237,237,237,237
204,204,204,204
177,177,177,177
161,161,161,161
124,124,124,124
163,163,163,163
209,209,209,209
272,272,272,272
346,346,346,346
416,416,416,416
490,490,490,490
573,573,573,573
665,665,665,665
734,734,734,734
777,777,777,777
817,817,817,817
845,845,845,845
869,869,869,869
862,862,862,862
825,825,825,825
789,789,789,789
733,733,733,733
662,662,662,662
599,599,599,599
530,530,530,530
451,451,451,451
362,362,362,362
265,265,265,265
214,214,214,214
178,178,178,178
152,152,152,152
128,128,128,128
127,127,127,127
207,207,207,207
240,240,240,240
296,296,296,296
361,361,361,361
431,431,431,431
502,502,502,502
577,577,577,577
666,666,666,666
754,754,754,754
804,804,804,804
839,839,839,839
868,868,868,868
896,896,896,896
903,903,903,903
874,874,874,874
846,846,846,846
792,792,792,792
728,728,728,728
665,665,665,665
604,604,604,604
530,530,530,530
444,444,444,444
346,346,346,346
277,277,277,277
231,231,231,231
199,199,199,199
172,172,172,172
153,153,153,153
180,180,180,180
219,219,219,219
259,259,259,259
321,321,321,321
390,390,390,390
456,456,456,456
532,532,532,532
613,613,613,613
702,702,702,702
773,773,773,773
817,817,817,817
799,799,799,799
824,824,824,824
850,850,850,850
843,843,843,843
805,805,805,805
775,775,775,775
718,718,718,718
649,649,649,649
590,590,590,590
507,507,507,507
427,427,427,427
339,339,339,339
250,250,250,250
197,197,197,197
161,161,161,161
132,132,132,132
116,116,116,116
114,114,114,114
141,141,141,141
174,174,174,174
231,231,231,231
300,300,300,300
372,372,372,372
441,441,441,441
518,518,518,518
673,673,673,673
748,748,748,748
800,800,800,800
838,838,838,838
866,866,866,866
891,891,891,891
904,904,904,904
876,876,876,876
842,842,842,842
793,793,793,793
733,733,733,733
659,659,659,659
589,589,589,589
510,510,510,510
427,427,427,427
329,329,329,329
269,269,269,269
225,225,225,225
194,194,194,194
161,161,161,161
138,138,138,138
160,160,160,160
196,196,196,196
238,238,238,238
301,301,301,301
378,378,378,378
447,447,447,447
523,523,523,523
